Date,Ingredient,UOM,Usage_Today,Wastage_Today,Closing_OnHand,On_Order_Qty,Reorder_Point,Reorder_Flag,Earliest_Expiry_Date,Qty_Expiring_Within_Warn,Expiry_Warn_Days,Expiry_Flag,Suggested_Action
2026-02-21,Onion_g,g,393,0,2107,0,955.53,,2026-05-03,0,1,,
2026-02-21,Parmesan_g,g,40,0,341.92,0,248.77,,2026-04-30,0,5,,
2026-02-21,Pesto_g,g,251,0,717,0,480.96,,2026-05-02,0,1,,
2026-02-21,Pita_g,g,480,0,2054.79,0,2012.05,,2026-05-10,0,7,,
2026-02-21,Pork_g,g,1500,0,4838.63,10000,6933.7,,2026-05-20,0,7,,
2026-02-21,Potato_g,g,7700,0,32604.11,0,37158.9,Y,2026-05-20,0,7,,REORDER
2026-02-21,Salmon_g,g,900,0,5686.03,0,6139.73,Y,2026-05-19,0,7,,REORDER
2026-02-21,SauceOther_g,g,3736,0,6050,0,6047.34,,2026-05-05,0,1,,
2026-02-21,Seafood_g,g,2036,0,1498,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-21,Soda_ml,ml,19260,0,192802.6,0,160257.53,,2026-05-30,0,14,,
2026-02-21,Soju_ml,ml,5400,0,101722.19,0,70461.37,,2027-03-09,0,30,,
2026-02-21,Spirits_ml,ml,1620,0,32659.52,0,24201.58,,2027-03-07,0,30,,
2026-02-21,Sugar_g,g,800,0,6279.04,0,5663.01,,2027-02-28,0,14,,
2026-02-21,TomatoSauce_g,g,2538,0,3050,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-21,VegMix_g,g,4050,0,7950,0,6644.66,,2026-04-30,0,1,,
2026-02-21,WhiteSauce_g,g,480,0,1020,0,797.81,,2026-04-30,0,1,,
2026-02-21,Wine_ml,ml,990,0,47031.78,0,34449.86,,2027-03-07,0,30,,
2026-02-22,Anchovy_g,g,25,0,565.41,0,380.14,,2026-08-29,0,14,,
2026-02-22,Beef_g,g,3680,0,5880,0,4770.68,,2026-04-30,0,1,,
2026-02-22,Beer_ml,ml,15610,0,455330.68,0,323929.18,,2027-03-10,0,30,,
2026-02-22,Bread_g,g,540,960,0,1000,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-02-22,Butter_g,g,320,0,1687.67,0,1195.07,,2026-05-05,0,5,,
2026-02-22,Chicken_g,g,6446,0,27456,0,13473.64,,2026-05-02,0,1,,
2026-02-22,Chocolate_g,g,255,0,4066.58,9000,4332.19,,2026-08-25,0,14,,
2026-02-22,CookingOil_g,g,1265,0,14388.84,0,11997.95,,2026-06-29,0,14,,
2026-02-22,Cream_ml,ml,600,0,4640,0,4007.67,,,0,2,,
2026-02-22,Egg_count,count,15,0,40.99,84,78.85,,2026-05-10,0,5,,
2026-02-22,Flour_g,g,11555,0,91312.33,0,75954.11,,2026-06-02,0,14,,
2026-02-22,Garlic_g,g,153.4,0,736,0,218.99,,2026-05-03,0,1,,
2026-02-22,Lime_g,g,175,0,875,0,691.51,,2026-05-01,0,1,,
2026-02-22,Milk_ml,ml,3120,0,9880,16000,16142.47,,2026-05-02,0,2,,
2026-02-22,Mint_g,g,10,410,0,0,42.74,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-02-22,Mozzarella_g,g,6432,0,12088.44,0,16356.82,Y,,0,2,,REORDER
2026-02-22,Mushroom_g,g,700,0,600,0,728.77,Y,2026-05-01,0,1,,REORDER
2026-02-22,OliveOil_g,g,528.8,0,4539.85,0,3774.08,,2026-06-29,0,14,,
2026-02-22,Onion_g,g,746,0,1361,0,955.53,,2026-05-03,0,1,,
2026-02-22,Parmesan_g,g,100,0,241.92,0,248.77,Y,2026-04-30,0,5,,REORDER
2026-02-22,Pesto_g,g,287,0,430,0,480.96,Y,2026-05-02,0,1,,REORDER
2026-02-22,Pita_g,g,120,0,1934.79,0,2012.05,Y,2026-05-10,0,7,,REORDER
2026-02-22,Pork_g,g,1020,0,3818.63,10000,6933.7,,2026-05-20,0,7,,
2026-02-22,Potato_g,g,7700,0,24904.11,54500,37158.9,,2026-05-20,0,7,,
2026-02-22,Salmon_g,g,1710,0,3976.03,9000,6139.73,,2026-05-19,0,7,,
2026-02-22,SauceOther_g,g,3075,0,2975,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-02-22,Seafood_g,g,1890,0,2608,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-22,Soda_ml,ml,13410,0,179392.6,0,160257.53,,2026-05-30,0,14,,
2026-02-22,Soju_ml,ml,3600,0,98122.19,0,70461.37,,2027-03-09,0,30,,
2026-02-22,Spirits_ml,ml,930,0,31729.52,0,24201.58,,2027-03-07,0,30,,
2026-02-22,Sugar_g,g,410,0,5869.04,0,5663.01,,2027-02-28,0,14,,
2026-02-22,TomatoSauce_g,g,3834,0,4216,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-22,VegMix_g,g,4064,0,3886,0,6644.66,Y,2026-04-30,0,1,,REORDER
2026-02-22,WhiteSauce_g,g,880,0,140,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-02-22,Wine_ml,ml,1230,0,45801.78,0,34449.86,,2027-03-07,0,30,,
2026-02-23,Anchovy_g,g,50,0,515.41,0,380.14,,2026-08-29,0,14,,
2026-02-23,Beef_g,g,3190,0,2690,0,4770.68,Y,2026-04-30,0,1,,REORDER
2026-02-23,Beer_ml,ml,13470,0,441860.68,0,323929.18,,2027-03-10,0,30,,
2026-02-23,Bread_g,g,450,0,50,2000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-02-23,Butter_g,g,220,0,1467.67,0,1195.07,,2026-05-05,0,5,,
2026-02-23,Chicken_g,g,6838,0,20618,0,13473.64,,2026-05-02,0,1,,
2026-02-23,Chocolate_g,g,310,0,3756.58,9000,4332.19,,2026-08-25,0,14,,
2026-02-23,CookingOil_g,g,1275,0,13113.84,0,11997.95,,2026-06-29,0,14,,
2026-02-23,Cream_ml,ml,720,0,3920,0,4007.67,Y,,0,2,,REORDER
2026-02-23,Egg_count,count,12,0,112.99,0,78.85,,2026-05-10,0,5,,
2026-02-23,Flour_g,g,8720,0,82592.33,0,75954.11,,2026-06-02,0,14,,
2026-02-23,Garlic_g,g,122,0,614,0,218.99,,2026-05-03,0,1,,
2026-02-23,Lime_g,g,270,0,605,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-02-23,Milk_ml,ml,3840,0,22040,0,16142.47,,2026-05-02,0,2,,
2026-02-23,Mint_g,g,25,0,475,0,42.74,,2026-05-03,0,1,,
2026-02-23,Mozzarella_g,g,4752,0,7336.44,17000,16356.82,,,0,2,,
2026-02-23,Mushroom_g,g,420,0,1680,0,728.77,,2026-05-01,0,1,,
2026-02-23,OliveOil_g,g,386.8,0,4153.05,0,3774.08,,2026-06-29,0,14,,
2026-02-23,Onion_g,g,461,0,900,0,955.53,Y,2026-05-03,0,1,,REORDER
2026-02-23,Parmesan_g,g,20,0,221.92,500,248.77,,2026-04-30,0,5,,
2026-02-23,Pesto_g,g,267,163,1000,0,480.96,,2026-05-02,0,1,,SPOILAGE_WRITE_OFF
2026-02-23,Pita_g,g,120,0,1814.79,3000,2012.05,,2026-05-10,0,7,,
2026-02-23,Pork_g,g,540,0,13278.63,0,6933.7,,2026-05-20,0,7,,
2026-02-23,Potato_g,g,6300,0,18604.11,54500,37158.9,,2026-05-20,0,7,,
2026-02-23,Salmon_g,g,900,0,3076.03,9000,6139.73,,2026-05-19,0,7,,
2026-02-23,SauceOther_g,g,3072,0,12403,0,6047.34,,2026-05-05,0,1,,
2026-02-23,Seafood_g,g,2296,0,2312,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-23,Soda_ml,ml,18210,0,161182.6,0,160257.53,,2026-05-30,0,14,,
2026-02-23,Soju_ml,ml,2880,0,95242.19,0,70461.37,,2027-03-09,0,30,,
2026-02-23,Spirits_ml,ml,1035,0,30694.52,0,24201.58,,2027-03-07,0,30,,
2026-02-23,Sugar_g,g,360,0,5509.04,0,5663.01,Y,2027-02-28,0,14,,REORDER
2026-02-23,TomatoSauce_g,g,2754,0,5462,0,5236.27,,2026-05-01,0,1,,
2026-02-23,VegMix_g,g,3480,0,13406,0,6644.66,,2026-04-30,0,1,,
2026-02-23,WhiteSauce_g,g,720,0,920,0,797.81,,2026-04-30,0,1,,
2026-02-23,Wine_ml,ml,300,0,45501.78,0,34449.86,,2027-03-07,0,30,,
2026-02-24,Anchovy_g,g,25,0,490.41,0,380.14,,2026-08-29,0,14,,
2026-02-24,Beef_g,g,1830,0,10360,0,4770.68,,2026-04-30,0,1,,
2026-02-24,Beer_ml,ml,14450,0,427410.68,0,323929.18,,2027-03-10,0,30,,
2026-02-24,Bread_g,g,810,0,2240,2000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-02-24,Butter_g,g,270,0,1197.67,0,1195.07,,2026-05-05,0,5,,
2026-02-24,Chicken_g,g,6408,0,14210,0,13473.64,,2026-05-02,0,1,,
2026-02-24,Chocolate_g,g,405,0,12351.58,0,4332.19,,2026-08-25,0,14,,
2026-02-24,CookingOil_g,g,1150,0,11963.84,0,11997.95,Y,2026-06-29,0,14,,REORDER
2026-02-24,Cream_ml,ml,960,0,2960,4000,4007.67,,,0,2,,
2026-02-24,Egg_count,count,17,0,95.99,0,78.85,,2026-05-10,0,5,,
2026-02-24,Flour_g,g,7735,0,74857.33,0,75954.11,Y,2026-06-02,0,14,,REORDER
2026-02-24,Garlic_g,g,123,0,491,0,218.99,,2026-05-03,0,1,,
2026-02-24,Lime_g,g,165,0,940,0,691.51,,2026-05-01,0,1,,
2026-02-24,Milk_ml,ml,3720,2320,16000,0,16142.47,Y,2026-05-02,0,2,,REORDER; SPOILAGE_WRITE_OFF
2026-02-24,Mint_g,g,5,0,470,0,42.74,,2026-05-03,0,1,,
2026-02-24,Mozzarella_g,g,4152,0,20184.44,0,16356.82,,,0,2,,
2026-02-24,Mushroom_g,g,420,0,1260,0,728.77,,2026-05-01,0,1,,
2026-02-24,OliveOil_g,g,396.8,0,3756.25,0,3774.08,Y,2026-06-29,0,14,,REORDER
2026-02-24,Onion_g,g,550,0,1850,0,955.53,,2026-05-03,0,1,,
2026-02-24,Parmesan_g,g,80,0,641.92,0,248.77,,2026-04-30,0,5,,
2026-02-24,Pesto_g,g,227,0,773,0,480.96,,2026-05-02,0,1,,
2026-02-24,Pita_g,g,360,0,1454.79,3000,2012.05,,2026-05-10,0,7,,
2026-02-24,Pork_g,g,1180,0,12098.63,0,6933.7,,2026-05-20,0,7,,
2026-02-24,Potato_g,g,5850,0,67254.11,0,37158.9,,2026-05-20,0,7,,
2026-02-24,Salmon_g,g,1350,0,10726.03,0,6139.73,,2026-05-19,0,7,,
2026-02-24,SauceOther_g,g,2948,0,9455,0,6047.34,,2026-05-05,0,1,,
2026-02-24,Seafood_g,g,1458,0,3354,0,2937.64,,2026-04-30,0,1,,
2026-02-24,Soda_ml,ml,14190,0,146992.6,0,160257.53,Y,2026-05-30,0,14,,REORDER
2026-02-24,Soju_ml,ml,2160,0,93082.19,0,70461.37,,2027-03-09,0,30,,
2026-02-24,Spirits_ml,ml,915,0,29779.52,0,24201.58,,2027-03-07,0,30,,
2026-02-24,Sugar_g,g,470,0,5039.04,11500,5663.01,,2027-02-28,0,14,,
2026-02-24,TomatoSauce_g,g,2754,0,2708,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-24,VegMix_g,g,3160,0,10246,0,6644.66,,2026-04-30,0,1,,
2026-02-24,WhiteSauce_g,g,320,0,600,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-02-24,Wine_ml,ml,1740,0,43761.78,0,34449.86,,2027-03-07,0,30,,
2026-02-25,Anchovy_g,g,50,0,440.41,0,380.14,,2026-08-29,0,14,,
2026-02-25,Beef_g,g,2390,0,7970,0,4770.68,,2026-04-30,0,1,,
2026-02-25,Beer_ml,ml,12270,0,415140.68,0,323929.18,,2027-03-10,0,30,,
2026-02-25,Bread_g,g,540,0,3200,500,7163.01,Y,2026-04-30,0,3,,REORDER
2026-02-25,Butter_g,g,160,0,1037.67,0,1195.07,Y,2026-05-05,0,5,,REORDER
2026-02-25,Chicken_g,g,3878,0,10332,0,13473.64,Y,2026-05-02,0,1,,REORDER
2026-02-25,Chocolate_g,g,330,0,12021.58,0,4332.19,,2026-08-25,0,14,,
2026-02-25,CookingOil_g,g,805,0,11158.84,24500,11997.95,,2026-06-29,0,14,,
2026-02-25,Cream_ml,ml,780,0,6180,0,4007.67,,,0,2,,
2026-02-25,Egg_count,count,12,0,83.99,0,78.85,,2026-05-10,0,5,,
2026-02-25,Flour_g,g,5230,0,69627.33,153500,75954.11,,2026-06-02,0,14,,
2026-02-25,Garlic_g,g,70.4,0,420.6,0,218.99,,2026-05-03,0,1,,
2026-02-25,Lime_g,g,285,0,655,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-02-25,Milk_ml,ml,4320,0,11680,13000,16142.47,,2026-05-02,0,2,,
2026-02-25,Mint_g,g,10,0,460,0,42.74,,2026-05-03,0,1,,
2026-02-25,Mozzarella_g,g,2880,0,17304.44,0,16356.82,,,0,2,,
2026-02-25,Mushroom_g,g,140,0,1120,0,728.77,,2026-05-01,0,1,,
2026-02-25,OliveOil_g,g,277,0,3479.25,8000,3774.08,,2026-06-29,0,14,,
2026-02-25,Onion_g,g,285,0,1565,0,955.53,,2026-05-03,0,1,,
2026-02-25,Parmesan_g,g,40,0,601.92,0,248.77,,2026-04-30,0,5,,
2026-02-25,Pesto_g,g,118,0,655,0,480.96,,2026-05-02,0,1,,
2026-02-25,Pita_g,g,360,0,4094.79,0,2012.05,,2026-05-10,0,7,,
2026-02-25,Pork_g,g,800,0,11298.63,0,6933.7,,2026-05-20,0,7,,
2026-02-25,Potato_g,g,5050,0,62204.11,0,37158.9,,2026-05-20,0,7,,
2026-02-25,Salmon_g,g,1080,0,9646.03,0,6139.73,,2026-05-19,0,7,,
2026-02-25,SauceOther_g,g,2864,0,6591,0,6047.34,,2026-05-05,0,1,,
2026-02-25,Seafood_g,g,964,0,2390,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-25,Soda_ml,ml,17430,0,129562.6,334000,160257.53,,2026-05-30,0,14,,
2026-02-25,Soju_ml,ml,5040,0,88042.19,0,70461.37,,2027-03-09,0,30,,
2026-02-25,Spirits_ml,ml,1155,0,28624.52,0,24201.58,,2027-03-07,0,30,,
2026-02-25,Sugar_g,g,310,0,4729.04,11500,5663.01,,2027-02-28,0,14,,
2026-02-25,TomatoSauce_g,g,1980,0,6228,0,5236.27,,2026-05-01,0,1,,
2026-02-25,VegMix_g,g,2780,0,7466,0,6644.66,,2026-04-30,0,1,,
2026-02-25,WhiteSauce_g,g,160,440,1000,0,797.81,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-02-25,Wine_ml,ml,1740,0,42021.78,0,34449.86,,2027-03-07,0,30,,
2026-02-26,Anchovy_g,g,75,0,365.41,0,380.14,Y,2026-08-29,0,14,,REORDER
2026-02-26,Beef_g,g,1910,0,6060,0,4770.68,,2026-04-30,0,1,,
2026-02-26,Beer_ml,ml,21950,0,393190.68,0,323929.18,,2027-03-10,0,30,,
2026-02-26,Bread_g,g,450,1250,2000,0,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-02-26,Butter_g,g,240,0,797.67,2000,1195.07,,2026-05-05,0,5,,
2026-02-26,Chicken_g,g,6920,3412,23500,0,13473.64,,2026-05-02,0,1,,SPOILAGE_WRITE_OFF
2026-02-26,Chocolate_g,g,490,0,11531.58,0,4332.19,,2026-08-25,0,14,,
2026-02-26,CookingOil_g,g,1100,0,10058.84,24500,11997.95,,2026-06-29,0,14,,
2026-02-26,Cream_ml,ml,1320,0,4860,0,4007.67,,,0,2,,
2026-02-26,Egg_count,count,24,0,59.99,0,78.85,Y,2026-05-10,0,5,,REORDER
2026-02-26,Flour_g,g,7350,0,62277.33,153500,75954.11,,2026-06-02,0,14,,
2026-02-26,Garlic_g,g,101.2,319.4,0,0,218.99,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-02-26,Lime_g,g,240,0,915,0,691.51,,2026-05-01,0,1,,
2026-02-26,Milk_ml,ml,3360,0,21320,0,16142.47,,2026-05-02,0,2,,
2026-02-26,Mint_g,g,0,0,460,0,42.74,,2026-05-03,0,1,,
2026-02-26,Mozzarella_g,g,3960,0,13344.44,0,16356.82,Y,,0,2,,REORDER
2026-02-26,Mushroom_g,g,140,0,980,0,728.77,,2026-05-01,0,1,,
2026-02-26,OliveOil_g,g,329,0,3150.25,8000,3774.08,,2026-06-29,0,14,,
2026-02-26,Onion_g,g,359,0,1206,0,955.53,,2026-05-03,0,1,,
2026-02-26,Parmesan_g,g,60,0,541.92,0,248.77,,2026-04-30,0,5,,
2026-02-26,Pesto_g,g,298,0,357,0,480.96,Y,2026-05-02,0,1,,REORDER
2026-02-26,Pita_g,g,960,0,3134.79,0,2012.05,,2026-05-10,0,7,,
2026-02-26,Pork_g,g,780,0,10518.63,0,6933.7,,2026-05-20,0,7,,
2026-02-26,Potato_g,g,5800,0,56404.11,0,37158.9,,2026-05-20,0,7,,
2026-02-26,Salmon_g,g,720,0,8926.03,0,6139.73,,2026-05-19,0,7,,
2026-02-26,SauceOther_g,g,3709,0,2882,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-02-26,Seafood_g,g,1552,838,2500,0,2937.64,Y,2026-04-30,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-02-26,Soda_ml,ml,14130,0,115432.6,334000,160257.53,,2026-05-30,0,14,,
2026-02-26,Soju_ml,ml,2880,0,85162.19,0,70461.37,,2027-03-09,0,30,,
2026-02-26,Spirits_ml,ml,810,0,27814.52,0,24201.58,,2027-03-07,0,30,,
2026-02-26,Sugar_g,g,480,0,15749.04,0,5663.01,,2027-02-28,0,14,,
2026-02-26,TomatoSauce_g,g,2610,0,3618,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-26,VegMix_g,g,3810,0,3656,0,6644.66,Y,2026-04-30,0,1,,REORDER
2026-02-26,WhiteSauce_g,g,320,0,680,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-02-26,Wine_ml,ml,2490,0,39531.78,0,34449.86,,2027-03-07,0,30,,
2026-02-27,Anchovy_g,g,0,0,365.41,1000,380.14,,2026-08-29,0,14,,
2026-02-27,Beef_g,g,3680,0,2380,0,4770.68,Y,2026-04-30,0,1,,REORDER
2026-02-27,Beer_ml,ml,14790,0,378400.68,0,323929.18,,2027-03-10,0,30,,
2026-02-27,Bread_g,g,720,780,500,500,7163.01,Y,2026-04-30,0,3,,REORDER; SPOILAGE_WRITE_OFF
2026-02-27,Butter_g,g,430,0,2367.67,0,1195.07,,2026-05-05,0,5,,
2026-02-27,Chicken_g,g,7380,0,16120,0,13473.64,,2026-05-02,0,1,,
2026-02-27,Chocolate_g,g,450,0,11081.58,0,4332.19,,2026-08-25,0,14,,
2026-02-27,CookingOil_g,g,1435,0,33123.84,0,11997.95,,2026-06-29,0,14,,
2026-02-27,Cream_ml,ml,900,0,3960,0,4007.67,Y,,0,2,,REORDER
2026-02-27,Egg_count,count,23,0,36.99,84,78.85,,2026-05-10,0,5,,
2026-02-27,Flour_g,g,8950,0,206827.33,0,75954.11,,2026-06-02,0,14,,
2026-02-27,Garlic_g,g,139.4,0,860.6,0,218.99,,2026-05-03,0,1,,
2026-02-27,Lime_g,g,400,0,515,0,691.51,Y,2026-05-01,0,1,,REORDER
2026-02-27,Milk_ml,ml,3900,0,17420,0,16142.47,,2026-05-02,0,2,,
2026-02-27,Mint_g,g,20,440,0,0,42.74,Y,2026-05-03,0,1,,REORDER; SPOILAGE_WRITE_OFF
2026-02-27,Mozzarella_g,g,4752,0,8592.44,15500,16356.82,,,0,2,,
2026-02-27,Mushroom_g,g,560,0,420,0,728.77,Y,2026-05-01,0,1,,REORDER
2026-02-27,OliveOil_g,g,456.8,0,10693.45,0,3774.08,,2026-06-29,0,14,,
2026-02-27,Onion_g,g,565,0,641,0,955.53,Y,2026-05-03,0,1,,REORDER
2026-02-27,Parmesan_g,g,40,0,501.92,0,248.77,,2026-04-30,0,5,,
2026-02-27,Pesto_g,g,337,0,1020,0,480.96,,2026-05-02,0,1,,
2026-02-27,Pita_g,g,360,0,2774.79,0,2012.05,,2026-05-10,0,7,,
2026-02-27,Pork_g,g,1500,0,9018.63,0,6933.7,,2026-05-20,0,7,,
2026-02-27,Potato_g,g,8250,0,48154.11,0,37158.9,,2026-05-20,0,7,,
2026-02-27,Salmon_g,g,2340,0,6586.03,0,6139.73,,2026-05-19,0,7,,
2026-02-27,SauceOther_g,g,4060,0,11322,0,6047.34,,2026-05-05,0,1,,
2026-02-27,Seafood_g,g,2604,0,1896,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-27,Soda_ml,ml,17280,0,432152.6,0,160257.53,,2026-05-30,0,14,,
2026-02-27,Soju_ml,ml,3960,0,81202.19,0,70461.37,,2027-03-09,0,30,,
2026-02-27,Spirits_ml,ml,1530,0,26284.52,0,24201.58,,2027-03-07,0,30,,
2026-02-27,Sugar_g,g,670,0,15079.04,0,5663.01,,2027-02-28,0,14,,
2026-02-27,TomatoSauce_g,g,2934,0,5184,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-27,VegMix_g,g,3622,0,13034,0,6644.66,,2026-04-30,0,1,,
2026-02-27,WhiteSauce_g,g,560,120,1000,0,797.81,,2026-04-30,0,1,,SPOILAGE_WRITE_OFF
2026-02-27,Wine_ml,ml,4290,0,35241.78,0,34449.86,,2027-03-07,0,30,,
2026-02-28,Anchovy_g,g,25,0,340.41,1000,380.14,,2026-08-29,0,14,,
2026-02-28,Beef_g,g,2390,0,9990,0,4770.68,,2026-04-30,0,1,,
2026-02-28,Beer_ml,ml,15270,0,363130.68,0,323929.18,,2027-03-10,0,30,,
2026-02-28,Bread_g,g,990,0,2510,2000,7163.01,Y,2026-04-30,0,3,,REORDER
2026-02-28,Butter_g,g,410,0,1957.67,0,1195.07,,2026-05-05,0,5,,
2026-02-28,Chicken_g,g,6178,0,9942,0,13473.64,Y,2026-05-02,0,1,,REORDER
2026-02-28,Chocolate_g,g,615,0,10466.58,0,4332.19,,2026-08-25,0,14,,
2026-02-28,CookingOil_g,g,1235,0,31888.84,0,11997.95,,2026-06-29,0,14,,
2026-02-28,Cream_ml,ml,1140,0,2820,4000,4007.67,,,0,2,,
2026-02-28,Egg_count,count,25,0,95.99,0,78.85,,2026-05-10,0,5,,
2026-02-28,Flour_g,g,9055,0,197772.33,0,75954.11,,2026-06-02,0,14,,
2026-02-28,Garlic_g,g,134,0,726.6,0,218.99,,2026-05-03,0,1,,
2026-02-28,Lime_g,g,375,0,1140,0,691.51,,2026-05-01,0,1,,
2026-02-28,Milk_ml,ml,5460,0,11960,0,16142.47,Y,2026-05-02,0,2,,REORDER
2026-02-28,Mint_g,g,15,0,485,0,42.74,,2026-05-03,0,1,,
2026-02-28,Mozzarella_g,g,4800,0,19292.44,0,16356.82,,,0,2,,
2026-02-28,Mushroom_g,g,280,140,1500,0,728.77,,2026-05-01,0,1,,SPOILAGE_WRITE_OFF
2026-02-28,OliveOil_g,g,465,0,10228.45,0,3774.08,,2026-06-29,0,14,,
2026-02-28,Onion_g,g,611,0,2030,0,955.53,,2026-05-03,0,1,,
2026-02-28,Parmesan_g,g,100,0,401.92,0,248.77,,2026-04-30,0,5,,
2026-02-28,Pesto_g,g,318,0,702,0,480.96,,2026-05-02,0,1,,
2026-02-28,Pita_g,g,240,0,2534.79,0,2012.05,,2026-05-10,0,7,,
2026-02-28,Pork_g,g,1860,0,7158.63,0,6933.7,,2026-05-20,0,7,,
2026-02-28,Potato_g,g,6500,0,41654.11,0,37158.9,,2026-05-20,0,7,,
2026-02-28,Salmon_g,g,1530,0,5056.03,0,6139.73,Y,2026-05-19,0,7,,REORDER
2026-02-28,SauceOther_g,g,3142,0,8180,0,6047.34,,2026-05-05,0,1,,
2026-02-28,Seafood_g,g,2682,0,2214,0,2937.64,Y,2026-04-30,0,1,,REORDER
2026-02-28,Soda_ml,ml,19140,0,413012.6,0,160257.53,,2026-05-30,0,14,,
2026-02-28,Soju_ml,ml,2880,0,78322.19,0,70461.37,,2027-03-09,0,30,,
2026-02-28,Spirits_ml,ml,1395,0,24889.52,0,24201.58,,2027-03-07,0,30,,
2026-02-28,Sugar_g,g,760,0,14319.04,0,5663.01,,2027-02-28,0,14,,
2026-02-28,TomatoSauce_g,g,3330,0,4854,0,5236.27,Y,2026-05-01,0,1,,REORDER
2026-02-28,VegMix_g,g,3262,0,9772,0,6644.66,,2026-04-30,0,1,,
2026-02-28,WhiteSauce_g,g,240,0,760,0,797.81,Y,2026-04-30,0,1,,REORDER
2026-02-28,Wine_ml,ml,360,0,34881.78,0,34449.86,,2027-03-07,0,30,,
2026-03-01,Anchovy_g,g,50,0,1290.41,0,380.14,,2026-08-29,0,14,,
2026-03-01,Beef_g,g,3030,0,6960,0,4770.68,,2026-04-30,0,1,,
2026-03-01,Beer_ml,ml,12630,0,350500.68,0,323929.18,,2027-03-10,0,30,,
2026-03-01,Bread_g,g,540,0,2470,1500,7163.01,Y,2026-04-30,0,3,,REORDER
2026-03-01,Butter_g,g,430,0,1527.67,0,1195.07,,2026-05-05,0,5,,
2026-03-01,Chicken_g,g,6242,0,27700,0,13473.64,,2026-05-02,0,1,,
2026-03-01,Chocolate_g,g,465,0,10001.58,0,4332.19,,2026-08-25,0,14,,
2026-03-01,CookingOil_g,g,1160,0,30728.84,0,11997.95,,2026-06-29,0,14,,
2026-03-01,Cream_ml,ml,900,0,5920,0,4007.67,,,0,2,,
2026-03-01,Egg_count,count,23,0,72.99,0,78.85,Y,2026-05-10,0,5,,REORDER
2026-03-01,Flour_g,g,7295,0,190477.33,0,75954.11,,2026-06-02,0,14,,
2026-03-01,Garlic_g,g,95.6,0,631,0,218.99,,2026-05-03,0,1,,
2026-03-01,Lime_g,g,365,0,775,0,691.51,,2026-05-01,0,1,,
2026-03-01,Milk_ml,ml,4560,0,7400,17000,16142.47,,2026-05-02,0,2,,
2026-03-01,Mint_g,g,30,0,455,0,42.74,,2026-05-03,0,1,,
2026-03-01,Mozzarella_g,g,3816,0,15476.44,0,16356.82,Y,,0,2,,REORDER
2026-03-01,Mushroom_g,g,280,0,1220,0,728.77,,2026-05-01,0,1,,
2026-03-01,OliveOil_g,g,349.4,0,9879.05,0,3774.08,,2026-06-29,0,14,,
2026-03-01,Onion_g,g,422,0,1608,0,955.53,,2026-05-03,0,1,,
2026-03-01,Parmesan_g,g,40,0,361.92,0,248.77,,2026-04-30,0,5,,
2026-03-01,Pesto_g,g,202,0,500,0,480.96,,2026-05-02,0,1,,
2026-03-01,Pita_g,g,720,0,1814.79,0,2012.05,Y,2026-05-10,0,7,,REORDER
2026-03-01,Pork_g,g,940,0,6218.63,0,6933.7,Y,2026-05-20,0,7,,REORDER
2026-03-01,Potato_g,g,7400,0,34254.11,0,37158.9,Y,2026-05-20,0,7,,REORDER
2026-03-01,Salmon_g,g,1260,0,3796.03,9500,6139.73,,2026-05-19,0,7,,
2026-03-01,SauceOther_g,g,3980,0,4200,0,6047.34,Y,2026-05-05,0,1,,REORDER
2026-03-01,Seafood_g,g,1304,0,3410,0,2937.64,,2026-04-30,0,1,,
2026-03-01,Soda_ml,ml,16500,0,396512.6,0,160257.53,,2026-05-30,0,14,,
2026-03-01,Soju_ml,ml,4320,0,74002.19,0,70461.37,,2027-03-09,0,30,,
2026-03-01,Spirits_ml,ml,1125,0,23764.52,0,24201.58,Y,2027-03-07,0,30,,REORDER
